id,package_name,version,depends,predepends,description
1070,unattended-upgrades,0.82.1ubuntu3," debconf (>= 0.5) | debconf-2.0, debconf, python3, python3-apt, apt-utils, apt, ucf, lsb-release, lsb-base (>= 3.2-14), xz-utils",,automatic installation of security upgrades
1071,libaccountsservice0,0.6.35-0ubuntu7.2," libc6 (>= 2.2.5), libgcr-base-3-1 (>= 3.8.0), libglib2.0-0 (>= 2.37.3), libsystemd-login0 (>= 186)",,query and manipulate user account information - shared libraries
1072,libgusb2,0.1.6-6," libc6 (>= 2.4), libglib2.0-0 (>= 2.37.3), libgudev-1.0-0 (>= 146), libusb-1.0-0 (>= 2:1.0.8)",multiarch-support,GLib wrapper around libusb1
1073,libfs6,2:1.0.5-2, libc6 (>= 2.15),multiarch-support,X11 Font Services library
1074,pppoe,3.8-3ubuntu2," libc6 (>= 2.15), ppp (>= 2.3.10-1)",,PPP over Ethernet driver
1075,libnautilus-extension1a,1:3.10.1-0ubuntu8+1cdos4+1.10.0," libc6 (>= 2.2.5), libglib2.0-0 (>= 2.37.3), libgtk-3-0 (>= 3.0.0)",,libraries for nautilus components - runtime version
1076,fonts-nanum,20131007-2,,dpkg (>= 1.15.7.2),Nanum Korean fonts
1077,libtcl8.6,8.6.1-4ubuntu2," tzdata, libc6 (>= 2.15), zlib1g (>= 1:1.2.2)",multiarch-support,Tcl (the Tool Command Language) v8.6 - run-time library files
1078,libtcl8.5,8.5.15-2ubuntu2," tzdata, libc6 (>= 2.15)",multiarch-support,Tcl (the Tool Command Language) v8.5 - run-time library files
1079,debconf-i18n,1.5.51ubuntu3," debconf, liblocale-gettext-perl, libtext-iconv-perl, libtext-wrapi18n-perl, libtext-charwidth-perl",,full internationalization support for debconf
1080,gstreamer1.0-fluendo-mp3,0.10.23.debian-4," libc6 (>= 2.14), libglib2.0-0 (>= 2.37.3), libgstreamer-plugins-base1.0-0 (>= 1.0.0), libgstreamer1.0-0 (>= 1.0.0), liboil0.3 (>= 0.3.10)",,Fluendo mp3 decoder GStreamer 1.0 plugin
1081,ubuntu-release-upgrader-core,1:0.220.2.1," python3:any (>= 3.2~), python3, python3-distupgrade (= 1:0.220.2.1)",,manage release upgrades
1082,libdebian-installer4,0.88ubuntu6, libc6 (>= 2.4),multiarch-support,Library of common debian-installer functions
1083,libxmu6,2:1.1.1-2," libc6 (>= 2.14), libx11-6, libxext6, libxt6",multiarch-support,X11 miscellaneous utility library
1084,libqtwebkit4,2.3.2-0ubuntu8," libc6 (>= 2.14), libfontconfig1 (>= 2.9.0), libgcc1 (>= 1:4.1.1), libgl1-mesa-glx | libgl1, libglib2.0-0 (>= 2.37.3), libgstreamer-plugins-base1.0-0 (>= 1.0.0), libgstreamer1.0-0 (>= 1.0.0), libjpeg8 (>= 8c), libpng12-0 (>= 1.2.13-4), libqt4-network (>= 4:4.7.0~beta1), libqt4-opengl (>= 4:4.5.3), libqtcore4 (>= 4:4.8.4), libqtgui4 (>= 4:4.8.0), libsqlite3-0 (>= 3.5.9), libstdc++6 (>= 4.2.1), libx11-6, libxml2 (>= 2.7.4), libxrender1, libxslt1.1 (>= 1.1.25), zlib1g (>= 1:1.2.0)",multiarch-support,Web content engine library for Qt
1085,fonts-tlwg-typist,1:0.5.1-4,,,Thai TlwgTypist font
1086,libqt5qml5,5.2.1-3ubuntu15.2," libc6 (>= 2.14), libqt5core5a (>= 5.2.0), libqt5network5 (>= 5.0.2), libstdc++6 (>= 4.1.1), qtbase-abi-5-2-1",multiarch-support,Qt 5 QML module
1087,libgs9-common,9.10~dfsg-0ubuntu10.3,,,interpreter for the PostScript language and for PDF - common files
1088,fuse,2.9.2-4ubuntu5," libc6 (>= 2.14), libfuse2 (= 2.9.2-4ubuntu5), adduser, mount (>= 2.19.1), sed (>= 4), udev | makedev",,Filesystem in Userspace
1089,gnome-themes-standard-data,3.10.0-1ubuntu3,,,Data files for GNOME standard themes
1090,libschroedinger-1.0-0,1.0.11-2ubuntu2," libc6 (>= 2.14), liborc-0.4-0 (>= 1:0.4.18)",multiarch-support,library for encoding/decoding of Dirac video streams
1091,mono-4.0-gac,3.2.8+dfsg-4ubuntu2," libc6 (>= 2.19) | libc6.1 (>= 2.19) | libc0.1 (>= 2.19), libmono-corlib4.5-cil (>= 3.2.8), libmono-security4.0-cil (>= 3.0.6)",,Mono GAC tool (for CLI 4.0)
1092,acpid,1:2.0.21-1ubuntu3," libc6 (>= 2.15), sysv-rc (>= 2.88dsf-24) | file-rc (>= 0.8.16), lsb-base (>= 3.2-14), kmod",,Advanced Configuration and Power Interface event daemon
1093,grep,2.16-2, dpkg (>= 1.15.4) | install-info,"libc6 (>= 2.14), libpcre3","GNU grep, egrep and fgrep"
1094,cracklib-runtime,2.9.1-1build2," file, libcrack2 (>= 2.9.1-1build2), libc6 (>= 2.4)",,runtime support for password checker library cracklib2
1095,python3-markupsafe,0.18-1build3," python3 (>= 3.4~), python3 (<< 3.5), libc6 (>= 2.14)",,HTML/XHTML/XML string library for Python 3
1096,fonts-tlwg-garuda,1:0.5.1-4,,,Thai Garuda font
1097,libqt5positioning5,5.2.1-1ubuntu3," libc6 (>= 2.14), libqt5core5a (>= 5.0.2), libstdc++6 (>= 4.1.1), qtbase-abi-5-2-1",multiarch-support,Qt Positioning module
1098,gir1.2-edataserver-1.2,3.10.4-0ubuntu1.2," gir1.2-freedesktop, gir1.2-glib-2.0, libedataserver-1.2-18 (>= 3.10.0)",,GObject introspection for the EDataServer library
1099,glib-networking-services,2.40.0-2," libc6 (>= 2.2.5), libglib2.0-0 (>= 2.39.3), libproxy1 (>= 0.4.7), glib-networking-common (= 2.40.0-2)",,network-related giomodules for GLib - D-Bus services
1100,smbclient,2:4.1.6+dfsg-1ubuntu2.14.04.3," samba-common (= 2:4.1.6+dfsg-1ubuntu2.14.04.3), libbsd0 (>= 0.0), libc6 (>= 2.14), libpopt0 (>= 1.14), libreadline6 (>= 6.0), libroken18-heimdal (>= 1.4.0+git20110226), libsmbclient (>= 2:4.0.3+dfsg1), libtalloc2 (>= 2.0.4~git20101213), libtevent0 (>= 0.9.9), samba-libs (= 2:4.1.6+dfsg-1ubuntu2.14.04.3)",dpkg (>= 1.15.6~),command-line SMB/CIFS clients for Unix
1101,libnl-genl-3-200,3.2.21-2," libnl-3-200 (= 3.2.21-2), libc6 (>= 2.4)",multiarch-support,library for dealing with netlink sockets - generic netlink
1102,libchromaprint0,1.1-2," libavcodec54 (>= 6:9.1-1) | libavcodec-extra-54 (>= 6:9.14), libavutil52 (>= 6:9.1-1), libc6 (>= 2.14), libgcc1 (>= 1:4.1.1), libstdc++6 (>= 4.1.1)",multiarch-support,audio fingerprint library
1103,libavahi-gobject0,0.6.31-4ubuntu2," libavahi-client3 (>= 0.6.16), libavahi-common3 (>= 0.6.16), libavahi-glib1 (>= 0.6.16), libc6 (>= 2.14), libglib2.0-0 (>= 2.37.3)",multiarch-support,Avahi GObject library
1104,fcitx-config-gtk,0.4.7-1+3cdos4.5+1.10.0," fcitx-libs (>= 4.2.8.1), fcitx-libs-gclient (>= 4.2.7), libc6 (>= 2.8), libglib2.0-0 (>= 2.37.3), libgtk-3-0 (>= 3.3.16), fcitx-config-common (= 0.4.7-1+3cdos4.5+1.10.0), gnome-icon-theme-symbolic",,graphic Fcitx configuration tool - Gtk+ 3 version
1105,libopenexr6,1.6.1-7ubuntu2," libc6 (>= 2.14), libgcc1 (>= 1:4.1.1), libilmbase6 (>= 1.0.1), libstdc++6 (>= 4.2.1), zlib1g (>= 1:1.1.4)",multiarch-support,runtime files for the OpenEXR image library
1106,libappindicator3-1,12.10.1+13.10.20130920-0ubuntu5+1cdos2," libc6 (>= 2.2.5), libdbusmenu-glib4 (>= 0.4.2), libdbusmenu-gtk3-4 (>= 0.4.2), libglib2.0-0 (>= 2.37.3), libgtk-3-0 (>= 3.0.0), libindicator3-7 (>= 0.4.90)",multiarch-support,Application Indicators
1107,libaprutil1-ldap,1.5.3-2," libaprutil1 (= 1.5.3-2), libc6 (>= 2.2.5), libldap-2.4-2 (>= 2.4.7)",,Apache Portable Runtime Utility Library - LDAP Driver
1108,plymouth-label,0.8.8-0ubuntu17+1cdos2," libplymouth2 (= 0.8.8-0ubuntu17+1cdos2), plymouth (= 0.8.8-0ubuntu17+1cdos2), fonts-dejavu-core, libc6 (>= 2.2.5), libcairo2 (>= 1.2.4), libglib2.0-0 (>= 2.12.0), libpango-1.0-0 (>= 1.14.0), libpangocairo-1.0-0 (>= 1.14.0)",,graphical boot animation and logger - label control
1109,busybox-static,1:1.21.0-1ubuntu2,,,Standalone rescue shell with tons of builtin utilities
1110,gcc-4.8-base,4.8.2-19ubuntu2+1cdos1,,,"GCC, the GNU Compiler Collection (base package)"
1111,libxcb-sync1,1.10-2ubuntu2," libc6 (>= 2.14), libxcb1",multiarch-support,"X C Binding, sync extension"
1112,gparted,0.18.0-1+2cdos3," libatkmm-1.6-1 (>= 2.22.1), libc6 (>= 2.14), libgcc1 (>= 1:4.1.1), libglib2.0-0 (>= 2.12.0), libglibmm-2.4-1c2a (>= 2.36.2), libgtk2.0-0 (>= 2.14.0), libgtkmm-2.4-1c2a (>= 1:2.24.0), libpangomm-1.4-1 (>= 2.27.1), libparted0debian1 (>= 2.2-1), libsigc++-2.0-0c2a (>= 2.0.2), libstdc++6 (>= 4.6), libuuid1 (>= 2.16)",,GNOME partition editor
1113,libx86-1,1.1+ds1-11, libc6 (>= 2.7),multiarch-support,x86 real-mode library
1114,libmpg123-0,1.16.0-1ubuntu2, libc6 (>= 2.15),multiarch-support,MPEG layer 1/2/3 audio decoder (shared library)
1115,qpdf,5.1.1-2," libc6 (>= 2.4), libgcc1 (>= 1:4.1.1), libqpdf13 (>> 5.0.0~), libstdc++6 (>= 4.4.0)",,tools for and transforming and inspecting PDF files
1116,plymouth,0.8.8-0ubuntu17+1cdos2," initramfs-tools, libplymouth2 (= 0.8.8-0ubuntu17+1cdos2), mountall (>= 2.0), upstart (>= 1.11-0ubuntu3), udev (>= 166-0ubuntu4), sysv-rc (>= 2.88dsf-24) | file-rc (>= 0.8.16), libc6 (>= 2.14), libdbus-1-3 (>= 1.1.1), libdrm2 (>= 2.4.25), libtinfo5",,graphical boot animation and logger - main package
1117,libhpmud0,3.14.3-0ubuntu3.3," libc6 (>= 2.15), libsnmp30 (>= 5.7.2~dfsg), libusb-1.0-0 (>= 2:1.0.8)",,HP Multi-Point Transport Driver (hpmud) run-time libraries
1118,libofa0,0.9.3-5ubuntu2," libc6 (>= 2.4), libfftw3-double3, libgcc1 (>= 1:4.1.1), libstdc++6 (>= 4.1.1)",,Library for acoustic fingerprinting
1119,gir1.2-polkit-1.0,0.105-4ubuntu3," gir1.2-glib-2.0, libpolkit-agent-1-0 (>= 0.105), libpolkit-gobject-1-0 (>= 0.105)",,GObject introspection data for PolicyKit
1120,yelp,3.10.2-0ubuntu1," libc6 (>= 2.2.5), libglib2.0-0 (>= 2.37.3), libgtk-3-0 (>= 3.0.0), libwebkitgtk-3.0-0 (>= 1.3.10), libyelp0 (= 3.10.2-0ubuntu1), dconf-gsettings-backend | gsettings-backend, yelp-xsl (>= 3.1.2), man-db (>= 2.5.1-1)",,Help browser for GNOME
1121,mono-runtime-sgen,3.2.8+dfsg-4ubuntu2," libc6 (>= 2.15), mono-runtime-common (= 3.2.8+dfsg-4ubuntu2)",,Mono runtime - SGen
1122,libdrm-nouveau2,2.4.52-2," libc6 (>= 2.14), libdrm2 (>= 2.4.38)",multiarch-support,Userspace interface to nouveau-specific kernel DRM services -- runtime
1123,python-cups,1.9.66-0ubuntu3," python (>= 2.7), python (<< 2.8), libc6 (>= 2.14), libcups2 (>= 1.6.0)",,Python bindings for CUPS
1124,ghostscript-x,9.10~dfsg-0ubuntu10.3," libc6 (>= 2.14), libx11-6, libxt6, ghostscript (= 9.10~dfsg-0ubuntu10.3)",,interpreter for the PostScript language and for PDF - X11 support
1125,fcitx-pinyin,1:4.2.8.3-3precise1+18cdos6.8+1.10.0," libc6 (>= 2.14), fcitx-bin, fcitx-data (>= 1:4.2.8.3), fcitx-modules",,Flexible Input Method Framework - classic Pinyin engine
1126,libxtables10,1.4.21-1ubuntu2, libc6 (>= 2.14),,netfilter xtables library
1127,libqt5sql5,5.2.1+dfsg-1ubuntu14.3," libc6 (>= 2.14), libqt5core5a (>= 5.2.0), libstdc++6 (>= 4.1.1), qtbase-abi-5-2-1","dpkg (>= 1.15.6~), multiarch-support",Qt 5 SQL module
1128,python3-gdbm,3.4.0-0ubuntu2," python3 (>= 3.4), python3 (<< 3.5), libc6 (>= 2.4), libgdbm3 (>= 1.8.3)",,GNU dbm database support for Python 3.x
1129,kbd,1.15.5-1ubuntu2," libc6 (>= 2.14), console-setup, lsb-base (>= 3.0-10), initramfs-tools",,Linux console font and keytable utilities
1130,libopus0,1.1-0ubuntu2, libc6 (>= 2.14),multiarch-support,Opus codec runtime library
1131,toshset,1.76-5," libc6 (>= 2.7), libgcc1 (>= 1:4.1.1), libpci3 (>= 1:3.2.1-1), libstdc++6 (>= 4.1.1)",,Access much of the Toshiba laptop hardware interface
1132,firefox-locale-de,31.0+build1-0ubuntu0.14.04.1+1cdos1.6,,,German language pack for Firefox
1133,libnss3-1d,2:3.15.4-1ubuntu8, libnss3 (= 2:3.15.4-1ubuntu8),,Network Security Service libraries - transitional package
1134,libidl-common,0.8.14-0.2ubuntu5, cpp,,library for parsing CORBA IDL files (common files)
1135,libasan0,4.8.2-19ubuntu2+1cdos1," gcc-4.8-base (= 4.8.2-19ubuntu2+1cdos1), libc6 (>= 2.4), libgcc1 (>= 1:4.1.1)",multiarch-support,AddressSanitizer -- a fast memory error detector
1136,numlockx-detect,1.0+1cdos5, numlockx,,numlockx-detect for number lock led.
1137,libcurl3,7.35.0-1ubuntu2+1cdos1.6," libc6 (>= 2.17), libgssapi-krb5-2 (>= 1.10+dfsg~), libidn11 (>= 1.13), libldap-2.4-2 (>= 2.4.7), librtmp0 (>= 2.3), libssl1.0.0 (>= 1.0.1), zlib1g (>= 1:1.1.4)",multiarch-support,easy-to-use client-side URL transfer library (OpenSSL flavour)
1138,mint-backgrounds-qiana,1.2+2cdos1.2+1.10.0,,,The desktop backgrounds for system
1139,autoconf,2.69-7," perl (>> 5.005), m4 (>= 1.4.13), debianutils (>= 1.8)",,automatic configure script builder
1140,libxdamage1,1:1.1.4-1ubuntu2," libc6 (>= 2.2.5), libx11-6 (>= 2:1.4.99.1)",multiarch-support,X11 damaged region extension library
1141,x11-xserver-utils,7.7+2ubuntu2," libc6 (>= 2.14), libice6 (>= 1:1.0.0), libx11-6, libxaw7, libxcursor1 (>> 1.1.2), libxext6, libxi6, libxmu6, libxmuu1, libxrandr2 (>= 2:1.4.0), libxt6, libxxf86vm1, cpp",,X server utilities
1142,libxaw7,2:1.0.12-2," libc6 (>= 2.15), libx11-6, libxext6, libxmu6, libxpm4, libxt6",multiarch-support,X11 Athena Widget library
1143,php5-common,5.5.9+dfsg-1ubuntu4.4," libc6 (>= 2.14), sed (>= 4.1.1-1), psmisc (>= 22.15-1~), lsof, ucf, php5-json",,Common files for packages built from the php5 source
1144,libijs-0.35,0.35-8build2, libc6 (>= 2.14),,IJS raster image transport protocol: shared library
1145,keyboard-configuration,1.70ubuntu9," debconf (>= 1.5.34), sysv-rc (>= 2.88dsf-24) | file-rc (>= 0.8.16), liblocale-gettext-perl",,system-wide keyboard preferences
1146,libxcb-render0-dev,1.10-2ubuntu2," libxcb-render0 (= 1.10-2ubuntu2), libxcb1-dev",,"X C Binding, render extension, development files"
1147,upstart,1.12.1-0ubuntu4.2+1cdos1," libc6 (>= 2.15), libdbus-1-3 (>= 1.2.16), libjson-c2 (>= 0.10), libnih-dbus1 (>= 1.0.0), libnih1 (>= 1.0.0), libselinux1 (>= 1.32), libudev1 (>= 183), sysvinit-utils, initscripts, mountall, ifupdown (>= 0.6.10ubuntu5), libjson0 (>= 0.10-1.1ubuntu1), debianutils (>= 4)",,event-based init daemon
1148,printer-driver-postscript-hp,3.14.3-0ubuntu3.3," python3, xz-utils, hplip (>= 3.14.3-0ubuntu3.3)",,HP Printers PostScript Descriptions
1149,xserver-xorg-video-neomagic,1:1.2.8-1build2," libc6 (>= 2.14), xorg-video-abi-15, xserver-xorg-core (>= 2:1.14.99.902)",,X.Org X server -- Neomagic display driver
1150,libmysqlclient18,5.5.38-0ubuntu0.14.04.2+1cdos1," mysql-common (>= 5.5.38-0ubuntu0.14.04.2+1cdos1), libc6 (>= 2.14), zlib1g (>= 1:1.1.4)",multiarch-support,MySQL database client library
1151,libmono-system-security4.0-cil,3.2.8+dfsg-4ubuntu2," libmono-corlib4.5-cil (>= 3.2.8), libmono-security4.0-cil (>= 3.0.6), libmono-system-xml4.0-cil (>= 3.2.1), libmono-system4.0-cil (>= 3.2.8)",,Mono System.Security library (for CLI 4.0)
1152,sgml-data,2.0.9-2," perl, sgml-base (>= 1.26+nmu2), xml-core (>= 0.12)",,common SGML and XML data
1153,mlocate,0.26-1ubuntu2," libc6 (>= 2.14), adduser",,quickly find files on the filesystem based on their name
1154,libavahi-core7,0.6.31-4ubuntu2," libavahi-common3 (>= 0.6.16), libc6 (>= 2.15)",multiarch-support,Avahi's embeddable mDNS/DNS-SD library
1155,ureadahead,0.100.0-17," e2fslibs (>= 1.37), libblkid1 (>= 2.16), libc6 (>= 2.4), libnih1 (>= 1.0.0), upstart (>= 0.6.0)",,Read required files in advance
1156,detect-card,1.0-2cdos7+1.10.0,,,detect_card config nvidia s3g  ati
1157,libmng2,2.0.2-0ubuntu4," libc6 (>= 2.14), libjpeg8 (>= 8c), liblcms2-2 (>= 2.2+git20110628), zlib1g (>= 1:1.1.4)",multiarch-support,Multiple-image Network Graphics library
1158,libmono-system-core4.0-cil,3.2.8+dfsg-4ubuntu2," libmono-corlib4.5-cil (>= 3.2.8), libmono-posix4.0-cil (>= 3.2.3), libmono-system4.0-cil (>= 3.2.8)",,Mono System.Core library (for CLI 4.0)
1159,libgfortran3,4.8.2-19ubuntu2+1cdos1," gcc-4.8-base (= 4.8.2-19ubuntu2+1cdos1), libc6 (>= 2.17), libgcc1 (>= 1:4.4.0), libquadmath0 (>= 4.6)",multiarch-support,Runtime library for GNU Fortran applications
1160,command-not-found-data,0.3ubuntu13,,,Set of data files for command-not-found.
1161,libgstreamer-plugins-bad1.0-0,1.2.4-1~ubuntu2," libc6 (>= 2.4), libegl1-mesa (>= 7.8.1) | libegl1-x11, libglib2.0-0 (>= 2.37.3), libgstreamer1.0-0 (>= 1.2.0)",multiarch-support,GStreamer development files for libraries from the  bad  set
1162,printer-driver-gutenprint,5.2.10~pre2-0ubuntu3," libc6 (>= 2.14), libcups2 (>= 1.4.0), libcupsimage2 (>= 1.4.0), libgutenprint2 (>= 5.2.10~pre2), libusb-1.0-0 (>= 2:1.0.9), cups (>= 1.3.0), cups-client (>= 1.3.0), cups-filters (>= 1.0.36) | ghostscript-cups",,printer drivers for CUPS
1163,ftp,0.17-29," libc6 (>= 2.15), libreadline6 (>= 6.0), netbase",,classical file transfer client
1164,libpipeline1,1.3.0-2, libc6 (>= 2.15),multiarch-support,pipeline manipulation library
1165,libvo-amrwbenc0,0.1.3-2, libc6 (>= 2.14),multiarch-support,VisualOn AMR-WB encoder library
1166,libcwidget3,0.5.16-3.5ubuntu2," libc6 (>= 2.14), libgcc1 (>= 1:4.1.1), libncursesw5 (>= 5.6+20070908), libsigc++-2.0-0c2a (>= 2.0.2), libstdc++6 (>= 4.6), libtinfo5",,high-level terminal interface library for C++ (runtime files)
1167,libgnomekbd-common,3.6.0-0ubuntu2+1cdos2, dconf-gsettings-backend | gsettings-backend,,GNOME library to manage keyboard configuration - common files
1168,python-tdb,1.2.12-2," libtdb1 (= 1.2.12-2), python (>= 2.7), python (<< 2.8), libc6 (>= 2.2.5), libpython2.7 (>= 2.7)",,Python bindings for TDB
1169,bash-completion,1:2.1-5, bash (>= 3.2),dpkg (>= 1.15.7.2~),programmable completion for the bash shell
1170,gvfs-libs,1.20.1-1ubuntu1+1cdos2.1+1.10.0," libc6 (>= 2.14), libglib2.0-0 (>= 2.37.3), libsecret-1-0 (>= 0.7), gvfs-common (= 1.20.1-1ubuntu1+1cdos2.1+1.10.0)",,userspace virtual filesystem - private libraries
1171,libkate1,0.4.1-1ubuntu2, libc6 (>= 2.14),,Kate is a codec for karaoke and text encapsulation
1172,obexd-client,0.46-1ubuntu8," libbluetooth3 (>= 4.91), libc6 (>= 2.14), libdbus-1-3 (>= 1.1.1), libglib2.0-0 (>= 2.28.0)",,D-Bus OBEX client
1173,gir1.2-panelapplet-4.0,1:3.8.0-1ubuntu12.2," gir1.2-gconf-2.0, gir1.2-glib-2.0, gir1.2-gtk-3.0, libpanel-applet-4-0 (>= 3.4.1)",,GObject introspection for the GNOME Panel Applet library
1174,libsasl2-2,2.1.25.dfsg1-17build2," libc6 (>= 2.15), libsasl2-modules-db (>= 2.1.25.dfsg1-17build2)",multiarch-support,Cyrus SASL - authentication abstraction library
1175,passwd,1:4.1.5.1-1ubuntu9.2," libc6 (>= 2.14), libpam0g (>= 0.99.7.1), libselinux1 (>= 1.32), libsemanage1 (>= 2.0.3), libpam-modules, debianutils (>= 2.15.2)",,change and administer password and group data
1176,libsox-fmt-base,14.4.1-3ubuntu2," libc6 (>= 2.14), libflac8 (>= 1.3.0), libgsm1 (>= 1.0.13), libogg0 (>= 1.0rc3), libopencore-amrnb0, libopencore-amrwb0, libsndfile1 (>= 1.0.20), libsox2, libvorbis0a (>= 1.1.2), libvorbisenc2 (>= 1.1.2), libvorbisfile3 (>= 1.1.2), libwavpack1 (>= 4.40.0)",,Minimal set of SoX format libraries
1177,libiec61883-0,1.2.0-0.1ubuntu4," libc6 (>= 2.3.4), libraw1394-11",multiarch-support,an partial implementation of IEC 61883
1178,bsdmainutils,9.0.5ubuntu2," libc6 (>= 2.14), libtinfo5, bsdutils (>= 3.0-0), debianutils (>= 1.8)",,collection of more utilities from FreeBSD
1179,libgdk-pixbuf2.0-common,2.30.7-0ubuntu2,,,GDK Pixbuf library - data files
1180,hostname,3.15ubuntu2,,"libc6 (>= 2.4), sysv-rc (>= 2.88dsf-24) | file-rc (>= 0.8.16)",utility to set/show the host name or domain name
1181,python-webkit,1.1.8-3ubuntu3," libc6 (>= 2.2.5), libglib2.0-0 (>= 2.12.0), libgtk2.0-0 (>= 2.10.0), libwebkitgtk-1.0-0 (>= 1.3.10), python (>= 2.7), python (<< 2.8), python:any (>= 2.7.1-0ubuntu2), python-gtk2",,WebKit/Gtk Python bindings
1182,libnetfilter-conntrack3,1.0.4-2," libc6 (>= 2.14), libmnl0, libnfnetlink0",multiarch-support,Netfilter netlink-conntrack library
1183,libgnome2-bin,2.32.1-4ubuntu2," libc6 (>= 2.3.4), libglib2.0-0 (>= 2.18.0), libgnome2-0 (>= 2.17.3)",,The GNOME library - binary files
1184,printer-driver-foo2zjs,20140209dfsg0-1ubuntu2," libc6 (>= 2.14), libcups2 (>= 1.4.0), libjbig0 (>= 2.0), mscompress, foomatic-filters, dc, printer-driver-foo2zjs-common (>= 20140209dfsg0-1ubuntu2)",,printer driver for ZjStream-based printers
1185,xkb-data,2.10.1-1ubuntu3.2+1.10.0,,,X Keyboard Extension (XKB) configuration data
1186,openjdk-7-jre-lib,7u55-2.4.7-1ubuntu2+1cdos2,,,OpenJDK Java runtime (architecture independent libraries)
1187,fakeroot,1.20-3ubuntu3," libc6 (>= 2.15), libfakeroot (>= 1.20-3ubuntu3)",,tool for simulating superuser privileges
1188,dmz-cursor-theme,0.4.4ubuntu2,,,"Style neutral, scalable cursor theme"
1189,python-xlib,0.14+20091101-1ubuntu3," python (>= 2.7), python (<< 2.8), python:any (>= 2.7.1-0ubuntu2), dpkg (>= 1.15.4) | install-info",,Interface for Python to the X11 Protocol
1190,libminiupnpc8,1.6-3ubuntu2.14.04.2, libc6 (>= 2.15),,UPnP IGD client lightweight library
1191,libacl1,2.2.52-2," libattr1 (>= 1:2.4.46-8), libc6 (>= 2.14)",multiarch-support,Access control list shared library
1192,linux-headers-4.3.0-2,4.3.0-2.11+1cdos1.0.11+1.10.0, coreutils | fileutils (>= 4.0),,Header files related to Linux kernel version 4.3.0
1193,libpthread-stubs0-dev,0.3-5,,,"pthread stubs not provided by native libc, development files"
1194,libcogl-pango15,1.16.2-2," libc6 (>= 2.2.5), libcairo2 (>= 1.10), libcogl15 (>= 1.15.8), libglib2.0-0 (>= 2.37.3), libpango-1.0-0 (>= 1.28.3-5), libpangocairo-1.0-0 (>= 1.28.3-5)",multiarch-support,Object oriented GL/GLES Abstraction/Utility Layer
1195,python-gnomekeyring,2.32.0+dfsg-4," libc6 (>= 2.4), libglib2.0-0 (>= 2.12.0), libgnome-keyring0 (>= 3.2.2-2~), python (>= 2.7), python (<< 2.8), python-gtk2",,Python bindings for the GNOME keyring library
1196,libstartup-notification0,0.12-3ubuntu2," libc6 (>= 2.4), libx11-xcb1, libxcb-util0 (>= 0.3.8), libxcb1",multiarch-support,library for program launch feedback (shared library)
1197,libpam-runtime,1.1.8-1ubuntu2+1cdos2," debconf (>= 0.5) | debconf-2.0, debconf (>= 1.5.19) | cdebconf, libpam-modules (>= 1.0.1-6)",,Runtime support for the PAM library
1198,libnl-route-3-200,3.2.21-2," libnl-3-200 (= 3.2.21-2), libc6 (>= 2.14)",multiarch-support,library for dealing with netlink sockets - route interface
1199,geoip-database,20140313-2,,,IP lookup command line tools that use the GeoIP library (country database)
1200,fonts-kacst-one,5.0+svn11846-8,,dpkg (>= 1.15.6~),TrueType font designed for Arabic language
1201,libaudio2,1.9.4-2," libc6 (>= 2.15), libxau6, libxt6",multiarch-support,Network Audio System - shared libraries
1202,gnome-settings-daemon-schemas,3.8.6.1-0ubuntu11+1cdos2,,,gnome-settings-daemon schemas
1203,libgee-0.8-2,0.10.5-1ubuntu2," libc6 (>= 2.2.5), libglib2.0-0 (>= 2.32)",multiarch-support,GObject based collection library
1204,libjpeg8,8c-2ubuntu9, libjpeg-turbo8 (>= 1.1.90+svn722-1ubuntu6),,Independent JPEG Group's JPEG runtime library (dependency package)
1205,docbook-xml,4.5-7.3," sgml-data (>= 2.0.2), sgml-base (>= 1.26+nmu2), xml-core (>= 0.12)",,standard XML documentation system for software and systems
1206,librsvg2-common,2.40.2-2," libc6 (>= 2.2.5), libgdk-pixbuf2.0-0 (>= 2.22.0), libglib2.0-0 (>= 2.24.0), librsvg2-2 (= 2.40.2-2)",,SAX-based renderer library for SVG files (extra runtime)
1207,sessioninstaller,0.20+bzr141-0ubuntu5," python (>= 2.7), python (<< 2.8), python:any (>= 2.7.1-0ubuntu2), aptdaemon (>= 0.30), python-aptdaemon.gtk3widgets, python-commandnotfound, python-defer, python-xapian, python-gi, gir1.2-gtk-3.0, gir1.2-gstreamer-1.0",,APT based installer using PackageKit's session DBus API
1208,xdg-user-dirs,0.15-1ubuntu4, libc6 (>= 2.14),,tool to manage well known user directories
1209,libgstreamer0.10-0,0.10.36-1.2ubuntu4," libc6 (>= 2.17), libglib2.0-0 (>= 2.37.3), libxml2 (>= 2.7.4)",multiarch-support,Core GStreamer libraries and elements
1210,fonts-dejavu,2.34-1ubuntu2," fonts-dejavu-core, fonts-dejavu-extra",,metapackage to pull in fonts-dejavu-core and fonts-dejavu-extra
1211,xserver-xorg-video-modesetting,0.8.1-1ubuntu1+1cdos1," libc6 (>= 2.4), libdrm2 (>= 2.4.38), libudev1 (>= 183), xorg-video-abi-15, xserver-xorg-core (>= 2:1.14.99.902)",,X.Org X server -- Generic modesetting driver
1212,xauth,1:1.0.7-1ubuntu2," libc6 (>= 2.14), libx11-6, libxau6, libxext6, libxmuu1",,X authentication utility
